Date,Open,High,Low,Close,Adj Close,Volume,MER
2000-01-01,11501.84961,11750.28027,10701.63965,10940.53027,10940.53027,3854530000,-0.05130641
2000-02-01,10937.74023,11118.92969,9836.05957,10128.30957,10128.30957,3661120000,-0.079917647
2000-03-01,10128.11035,11234.65039,9731.80957,10921.91992,10921.91992,4754630000,0.072680406
2000-04-01,10863.28027,11425.4502,10201.53027,10733.91016,10733.91016,4049750000,-0.012052469
2000-05-01,10749.41992,10971.24023,10258.80957,10522.33008,10522.33008,3816980000,-0.021581707
2000-06-01,10532.26953,10863,10335.45996,10447.88965,10447.88965,3823590000,-0.008076261
2000-07-01,10450.36035,10874.62988,10393.08984,10521.98047,10521.98047,3248880000,0.006806714
2000-08-01,10523.80957,11319.05957,10516.75977,11215.09961,11215.09961,3620730000,0.061639224
2000-09-01,11219.54004,11401.19043,10567.32031,10650.91992,10650.91992,4639930000,-0.053386949
2000-10-01,10659.05957,10995.41016,9654.639648,10971.13965,10971.13965,6254820000,0.028445548
2000-11-01,10966.20996,11006.5,10292.38965,10414.49023,10414.49023,4680310000,-0.052976163
2000-12-01,10416.75977,10917.67969,10299.20996,10787.99023,10787.99023,5202580000,0.034411458
2001-01-01,10790.91992,11028,10468.04004,10887.36035,10887.36035,5825960000,0.008858018
2001-02-01,10884.82031,11035.13965,10294.00977,10495.28027,10495.28027,4164820000,-0.037115735
2001-03-01,10493.25,10859.5,9106.540039,9878.780273,9878.780273,6086470000,-0.062200971
2001-04-01,9877.160156,10906.41016,9375.719727,10734.96973,10734.96973,5241100000,0.079907964
2001-05-01,10734.04981,11350.04981,10673.21973,10911.94043,10911.94043,4518100000,0.016302382
2001-06-01,10913.57031,11196.53027,10394.71973,10502.40039,10502.40039,4914500000,-0.03915009
2001-07-01,10504.9502,10679.12012,10120.88965,10522.80957,10522.80957,4605880000,0.001697206
2001-08-01,10527.37988,10609.65039,9869.139648,9949.75,9949.75,4083400000,-0.058054713
2001-09-01,9946.980469,10182.37988,8062.339844,8847.55957,8847.55957,5555020000,-0.124262616
2001-10-01,8845.969727,9598.169922,8732.139648,9075.139648,9075.139648,5722030000,0.025252495
2001-11-01,9087.450195,9992.790039,9014.459961,9851.55957,9851.55957,4722560000,0.077562275
2001-12-01,9848.929688,10184.4502,9703.900391,10021.57031,10021.57031,4302710000,0.017226904
2002-01-01,10021.70996,10300.15039,9529.459961,9920,9920,4955760000,-0.01025302
2002-02-01,9923.040039,10255.24023,9580.320313,10106.12988,10106.12988,4651890000,0.018116712
2002-03-01,10111.04004,10673.09961,10111.04004,10403.94043,10403.94043,4589750000,0.028152832
2002-04-01,10402.07031,10402.07031,9811.570313,9946.219727,9946.219727,5111860000,-0.045831542
2002-05-01,9944.900391,10353.42969,9802.230469,9925.25,9925.25,4800810000,-0.001979838
2002-06-01,9923.94043,9986.490234,8926.570313,9243.259766,9243.259766,5783720000,-0.073640759
2002-07-01,9239.25,9410.379883,7532.660156,8736.589844,8736.589844,7714600000,-0.057535053
2002-08-01,8732.580078,9077.009766,8030.819824,8663.5,8663.5,5591350000,-0.007973692
2002-09-01,8659.269531,8726.900391,7460.779785,7591.930176,7591.930176,5601800000,-0.140588669
2002-10-01,7593.040039,8558.629883,7197.490234,8397.030273,8397.030273,7498850000,0.095746973
2002-11-01,8395.639648,8950.330078,8298.679688,8896.089844,8896.089844,5410370000,0.056255074
2002-12-01,8902.950195,9043.370117,8242.910156,8341.629883,8341.629883,4607200000,-0.067291443
2003-01-01,8342.379883,8869.290039,7917.160156,8053.810059,8053.810059,5426600000,-0.035830225
2003-02-01,8053.740234,8152.529785,7628.990234,7891.080078,7891.080078,4418320000,-0.020613168
2003-03-01,7890.240234,8522.179688,7416.640137,7992.129883,7992.129883,5616290000,0.012748748
2003-04-01,7992.830078,8559.769531,7979.689941,8480.089844,8480.089844,5128590000,0.057459269
2003-05-01,8478.480469,8868.330078,8340.230469,8850.259766,8850.259766,4686280000,0.042007727
2003-06-01,8851.450195,9352.769531,8851.450195,8985.44043,8985.44043,4987850000,0.014911927
2003-07-01,8983.660156,9361.400391,8871.200195,9233.799805,9233.799805,4911390000,0.027089568
2003-08-01,9232.679688,9499.969727,8997.110352,9415.820313,9415.820313,3853760000,0.01945031
2003-09-01,9416.669922,9686.080078,9230.469727,9275.05957,9275.05957,4385460000,-0.015267864
2003-10-01,9276.799805,9850.009766,9276.799805,9801.120117,9801.120117,4840970000,0.053495958
2003-11-01,9802.459961,9903.570313,9585.5,9782.459961,9782.459961,3548520000,-0.002044476
2003-12-01,9785.349609,10462.44043,9785.349609,10453.91992,10453.91992,4246080000,0.06395403
2004-01-01,10452.74023,10705.17969,10367.41016,10488.07031,10488.07031,4380510000,0.003368597
2004-02-01,10487.78027,10753.62988,10434.66992,10583.91992,10583.91992,3894640000,0.009083558
2004-03-01,10582.25,10695.54981,10007.49023,10357.7002,10357.7002,5009640000,-0.021679504
2004-04-01,10357.51953,10570.80957,10219.17969,10225.57031,10225.57031,4530000000,-0.012903849
2004-05-01,10227.26953,10386.32031,9852.19043,10188.4502,10188.4502,4016800000,-0.003810132
2004-06-01,10187.17969,10498.66992,10134.86035,10435.48047,10435.48047,4111110000,0.0237939
2004-07-01,10434,10448.08984,9913.919922,10139.70996,10139.70996,4452180000,-0.029023516
2004-08-01,10138.4502,10211.25,9783.910156,10173.91992,10173.91992,3756550000,0.003486338
2004-09-01,10170.12012,10363.36035,9977.919922,10080.26953,10080.26953,4638370000,-0.00891351
2004-10-01,10082.04004,10270.37012,9708.400391,10027.46973,10027.46973,5292920000,-0.005442082
2004-11-01,10028.73047,10602.84961,10010.15039,10428.01953,10428.01953,5666600000,0.038290019
2004-12-01,10425.79981,10868.07031,10418.62988,10783.00977,10783.00977,5744730000,0.033127111
2005-01-01,10783.75,10867.38965,10368.61035,10489.94043,10489.94043,5424930000,-0.028008698
2005-02-01,10489.71973,10853.42969,10489.63965,10766.23047,10766.23047,5038600000,0.025683153
2005-03-01,10769.04004,10984.45996,10396.24023,10503.75977,10503.75977,5820160000,-0.025255745
2005-04-01,10504.57031,10568.92969,10000.45996,10192.50977,10192.50977,5852240000,-0.030616654
2005-05-01,10192,10560.80957,10075.54981,10467.48047,10467.48047,4843000000,0.026317744
2005-06-01,10462.86035,10656.29004,10253.49023,10274.96973,10274.96973,5026730000,-0.018286246
2005-07-01,10273.58984,10717.73047,10175.40039,10640.91016,10640.91016,4821200000,0.034519633
2005-08-01,10641.78027,10719.41016,10349.37012,10481.59961,10481.59961,5082400000,-0.015282082
2005-09-01,10481.44043,10701.80957,10350.95996,10568.7002,10568.7002,5229310000,0.008256433
2005-10-01,10569.5,10608.55957,10156.45996,10440.07031,10440.07031,5829060000,-0.012397396
2005-11-01,10440.07031,10959.79004,10388.75977,10805.87012,10805.87012,5385780000,0.033851953
2005-12-01,10806.03027,10940.33984,10709.41992,10717.5,10717.5,5223910000,-0.008260347
2006-01-01,10718.29981,11047.75977,10661.15039,10864.86035,10864.86035,6552210000,0.013489409
2006-02-01,10862.13965,11159.17969,10737.66992,10993.41016,10993.41016,5759090000,0.011940836
2006-03-01,10993.25,11334.95996,10922.73047,11109.32031,11109.32031,6680180000,0.010448012
2006-04-01,11113,11417.66016,11039.12012,11367.13965,11367.13965,5584020000,0.022357396
2006-05-01,11367.78027,11670.19043,11030.46973,11168.30957,11168.30957,7360590000,-0.01786042
2006-06-01,11169.03027,11285.82031,10698.84961,11150.21973,11150.21973,6959660000,-0.001687011
2006-07-01,11149.33984,11257.08008,10683.32031,11185.67969,11185.67969,5548680000,0.003248783
2006-08-01,11184.79981,11407.08008,11042.63965,11381.15039,11381.15039,4668650000,0.017252262
2006-09-01,11382.75,11741.99023,11323.83984,11679.07031,11679.07031,4494890000,0.025371909
2006-10-01,11678.99023,12167.01953,11653.05957,12080.73047,12080.73047,5665820000,0.033254631
2006-11-01,12080.25,12361,11965.30957,12221.92969,12221.92969,4722850000,0.011592252
2006-12-01,12220.96973,12529.87988,12089.98047,12463.15039,12463.15039,4381310000,0.019431737
2007-01-01,12459.54004,12657.01953,12337.37012,12621.69043,12621.69043,5075440000,0.012846963
2007-02-01,12617.2002,12795.92969,12086.05957,12268.62988,12268.62988,4347420000,-0.028411511
2007-03-01,12268.62988,12511.04981,11939.61035,12354.34961,12354.34961,5633180000,0.006938425
2007-04-01,12354.51953,13162.05957,12324.28027,13062.91016,13062.91016,4819810000,0.054229158
2007-05-01,13062.75,13673.07031,13041.29981,13627.63965,13627.63965,5039850000,0.04145176
2007-06-01,13628.69043,13692,13251.53027,13408.62012,13408.62012,5227620000,-0.0164126
2007-07-01,13409.59961,14021.9502,13199.79004,13211.99023,13211.99023,5512040000,-0.014956821
2007-08-01,13211.08984,13695.82031,12517.94043,13357.74023,13357.74023,6199120000,0.010978683
2007-09-01,13358.38965,13924.80957,13021.92969,13895.62988,13895.62988,4328370000,0.038662532
2007-10-01,13895.70996,14198.09961,13407.49023,13930.00977,13930.00977,5010920000,0.002462296
2007-11-01,13924.16016,13924.16016,12724.08984,13371.71973,13371.71973,5980230000,-0.04131409
2007-12-01,13368.21973,13780.11035,13092,13264.82031,13264.82031,4310320000,-0.007795011
2008-01-01,13261.82031,13279.54004,11634.82031,12650.36035,12650.36035,7459830000,-0.048335379
2008-02-01,12638.16992,12767.74023,12069.46973,12266.38965,12266.38965,5720360000,-0.030308859
2008-03-01,12264.36035,12622.07031,11731.59961,12262.88965,12262.88965,6229020000,-0.000119931
2008-04-01,12266.63965,13010,12266.46973,12820.12988,12820.12988,5050840000,0.043173528
2008-05-01,12818.33984,13136.69043,12442.58984,12638.32031,12638.32031,4530790000,-0.014243944
2008-06-01,12637.66992,12638.08008,11287.55957,11350.00977,11350.00977,5309950000,-0.113450136
2008-07-01,11344.63965,11698.16992,10827.70996,11378.01953,11378.01953,5551580000,0.002933716
2008-08-01,11379.88965,11867.11035,11221.53027,11543.95996,11543.95996,3578210000,0.014212654
2008-09-01,11545.62988,11790.16992,10365.4502,10850.66016,10850.66016,6302330000,-0.064048612
2008-10-01,10847.40039,10882.51953,7882.509766,9325.009766,9325.009766,8311580000,-0.163258877
2008-11-01,9326.040039,9653.950195,7449.379883,8829.040039,8829.040039,6262880000,-0.05629151
2008-12-01,8826.889648,9026.410156,8118.5,8776.389648,8776.389648,5701870000,-0.005754075
2009-01-01,8772.25,9088.05957,7909.029785,8000.859863,8000.859863,6261980000,-0.096413404
2009-02-01,8000.620117,8315.070313,7033.620117,7062.930176,7062.930176,7134360000,-0.132762171
2009-03-01,7056.47998,7931.330078,6469.950195,7608.919922,7608.919922,10561060000,0.072604252
2009-04-01,7606.129883,8307.509766,7483.870117,8168.120117,8168.120117,7795900000,0.068802886
2009-05-01,8167.410156,8591.929688,8099.310059,8500.330078,8500.330078,6734390000,0.039165529
2009-06-01,8501.530273,8877.929688,8259.429688,8447,8447,5524080000,-0.006455579
2009-07-01,8447.530273,9246.429688,8087.189941,9171.610352,9171.610352,4902340000,0.078947977
2009-08-01,9173.650391,9630.200195,9116.519531,9496.280273,9496.280273,4042210000,0.033974343
2009-09-01,9492.320313,9917.990234,9252.929688,9712.280273,9712.280273,4478480000,0.022647612
2009-10-01,9711.599609,10119.46973,9430.080078,9712.730469,9712.730469,5151150000,0.000116431
2009-11-01,9712.129883,10495.61035,9678.950195,10344.83984,10344.83984,3813550000,0.06116189
2009-12-01,10343.82031,10580.33008,10235.62988,10428.04981,10428.04981,4174040000,0.008077205
2010-01-01,10430.69043,10729.88965,10043.75,10067.33008,10067.33008,4424700000,-0.036093021
2010-02-01,10068.99023,10438.54981,9835.089844,10325.25977,10325.25977,4279660000,0.024819669
2010-03-01,10326.09961,10955.48047,10326.09961,10856.62988,10856.62988,4388530000,0.048866939
2010-04-01,10857.30957,11258.00977,10844.08984,11008.61035,11008.61035,4237550000,0.013743858
2010-05-01,11009.59961,11177.66992,9774.480469,10136.62988,10136.62988,5605690000,-0.086120312
2010-06-01,10133.94043,10594.16016,9753.839844,9774.019531,9774.019531,4941680000,-0.036824246
2010-07-01,9773.269531,10584.99023,9614.320313,10465.94043,10465.94043,4243320000,0.06618334
2010-08-01,10468.82031,10719.94043,9936.620117,10014.71973,10014.71973,4117550000,-0.045343314
2010-09-01,10016.00977,10948.87988,10016.00977,10788.04981,10788.04981,3764970000,0.071564375
2010-10-01,10789.71973,11247.59961,10711.12012,11118.49023,11118.49023,3787250000,0.029569708
2010-11-01,11120.29981,11451.53027,10929.28027,11006.01953,11006.01953,3808130000,-0.010383434
2010-12-01,11007.23047,11625,11007.23047,11577.50977,11577.50977,3252900000,0.049257509
2011-01-01,11577.42969,12020.51953,11573.87012,11891.92969,11891.92969,3681720000,0.026446507
2011-02-01,11892.5,12391.29004,11892.5,12226.33984,12226.33984,3220480000,0.02730497
2011-03-01,12226.49023,12383.45996,11555.48047,12319.73047,12319.73047,3851830000,0.007568366
2011-04-01,12321.01953,12832.83008,12093.88965,12810.54004,12810.54004,3321090000,0.038212324
2011-05-01,12810.16016,12876,12309.51953,12569.79004,12569.79004,3578020000,-0.019122843
2011-06-01,12569.41016,12569.49023,11862.53027,12414.33984,12414.33984,3876460000,-0.012491225
2011-07-01,12414.33984,12753.88965,12083.4502,12143.24023,12143.24023,3092480000,-0.022325146
2011-08-01,12144.21973,12282.41992,10604.07031,11613.53027,11613.53027,6203230000,-0.045695791
2011-09-01,11613.29981,11716.83984,10597.13965,10913.37988,10913.37988,4396520000,-0.064134111
2011-10-01,10912.09961,12284.30957,10404.49023,11955.00977,11955.00977,3907730000,0.087236245
2011-11-01,11951.53027,12187.50977,11231.42969,12045.67969,12045.67969,3263110000,0.007816032
2011-12-01,12046.20996,12328.46973,11735.19043,12217.55957,12217.55957,3071480000,0.014024864
2012-01-01,12221.19043,12841.9502,12221.19043,12632.91016,12632.91016,2981080000,0.032591044
2012-02-01,12632.75977,13055.75,12632.75977,12952.07031,12952.07031,2712170000,0.024653244
2012-03-01,12952.29004,13289.08008,12734.86035,13212.04004,13212.04004,3203390000,0.019660098
2012-04-01,13211.36035,13297.11035,12710.55957,13213.62988,13213.62988,2574900000,0.000171757
2012-05-01,13214.16016,13338.66016,12311.55957,12393.4502,12393.4502,3050000000,-0.066221266
2012-06-01,12391.55957,12898.94043,12035.08984,12880.08984,12880.08984,2923670000,0.037929105
2012-07-01,12879.70996,13128.63965,12492.25,13008.67969,13008.67969,2578110000,0.009914129
2012-08-01,13007.46973,13330.75977,12778.90039,13090.83984,13090.83984,2267280000,0.006368584
2012-09-01,13092.15039,13653.24023,12977.08984,13437.12988,13437.12988,2701270000,0.0256736
2012-10-01,13437.66016,13661.87012,13017.37012,13096.45996,13096.45996,2472600000,-0.026052857
2012-11-01,13099.19043,13290.75,12471.49023,13025.58008,13025.58008,2683930000,-0.005651215
2012-12-01,13027.73047,13365.86035,12883.88965,13104.13965,13104.13965,2666750000,0.005830919
2013-01-01,13104.29981,13969.99023,13104.29981,13860.58008,13860.58008,2786680000,0.054563393
2013-02-01,13860.58008,14149.15039,13784.00977,14054.49023,14054.49023,2487580000,0.013797025
2013-03-01,14054.49023,14585.09961,13937.59961,14578.54004,14578.54004,2546320000,0.035946659
2013-04-01,14578.54004,14887.50977,14434.42969,14839.79981,14839.79981,2920230000,0.017605343
2013-05-01,14839.79981,15542.40039,14687.04981,15115.57031,15115.57031,2771510000,0.018244135
2013-06-01,15123.54981,15340.08984,14551.26953,14909.59961,14909.59961,2929040000,-0.014349828
2013-07-01,14911.59961,15634.32031,14858.92969,15499.54004,15499.54004,2623130000,0.037932766
2013-08-01,15503.84961,15658.42969,14760.41016,14810.30957,14810.30957,2327660000,-0.046828193
2013-09-01,14801.54981,15709.58008,14777.48047,15129.66992,15129.66992,2371540000,0.021687196
2013-10-01,15132.49023,15721,14719.42969,15545.75,15545.75,2206620000,0.026583456
2013-11-01,15558.00977,16174.50977,15522.17969,16086.41016,16086.41016,1820260000,0.032847626
2013-12-01,16087.12012,16588.25,15703.79004,16576.66016,16576.66016,2057160000,0.029531886
2014-01-01,16572.16992,16573.07031,15617.54981,15698.84961,15698.84961,2177040000,-0.055629574
2014-02-01,15697.69043,16398.94922,15340.69043,16321.70996,16321.70996,2067820000,0.038232485
2014-03-01,16321.70996,16505.69922,16046.99023,16457.66016,16457.66016,2095940000,0.008260603
2014-04-01,16458.05078,16631.63086,16015.32031,16580.83984,16580.83984,1986960000,0.007405479
2014-05-01,16580.25977,16735.50977,16341.29981,16717.16992,16717.16992,1643160000,0.008189793
2014-06-01,16716.84961,16978.01953,16673.65039,16826.59961,16826.59961,1755480000,0.006522411
2014-07-01,16828.5293,17151.56055,16563.30078,16563.30078,16563.30078,1690880000,-0.016013023
2014-08-01,16561.69922,17153.80078,16333.78027,17098.44922,17098.44922,1482600000,0.031391736
2014-09-01,17097.41992,17350.64063,16934.42969,17042.90039,17042.90039,1870550000,-0.003198958
2014-10-01,17040.46094,17395.53906,15855.12012,17390.51953,17390.51953,2903240000,0.020129277
2014-11-01,17390.90039,17894.83008,17278.35938,17828.24023,17828.24023,1516490000,0.024530735
2014-12-01,17827.26953,18103.44922,17067.58984,17823.07031,17823.07031,2216900000,-0.000235606
2015-01-01,17823.07031,17951.7793,17136.30078,17164.94922,17164.94922,2173260000,-0.038340987
2015-02-01,17169.99023,18244.38086,17037.75977,18132.69922,18132.69922,1751250000,0.053092426
2015-03-01,18134.05078,18288.63086,17579.26953,17776.11914,17776.11914,2470480000,-0.020135533
2015-04-01,17778.51953,18175.56055,17585.00977,17840.51953,17840.51953,2174880000,0.003475235
2015-05-01,17859.26953,18351.35938,17733.11914,18010.67969,18010.67969,1832450000,0.008406688
2015-06-01,18017.82031,18188.81055,17576.5,17619.50977,17619.50977,2219240000,-0.022606222
2015-07-01,17638.11914,18137.11914,17399.16992,17689.85938,17689.85938,2034220000,0.002924853
2015-08-01,17696.74023,17704.75977,15370.33008,16528.0293,16528.0293,2726340000,-0.070710846
2015-09-01,16528.0293,16933.42969,15942.37012,16284.7002,16284.7002,2724080000,-0.014942191
2015-10-01,16278.62012,17799.96094,16013.66016,17663.53906,17663.53906,2605470000,0.078405519
2015-11-01,17672.61914,17977.84961,17210.42969,17719.91992,17719.91992,2334610000,0.002669356
2015-12-01,17719.7207,17901.58008,17116.73047,17425.0293,17425.0293,2521440000,-0.01691196
2016-01-01,17405.48047,17405.48047,15450.55957,16466.30078,16466.30078,2844080000,-0.057036471
2016-02-01,16453.63086,16795.98047,15503.00977,16516.5,16516.5,2491810000,0.003806445
2016-03-01,16545.66992,17790.10938,16545.66992,17685.08984,17685.08984,2407750000,0.06442828
2016-04-01,17661.74023,18167.63086,17484.23047,17773.64063,17773.64063,2096650000,0.006295862
2016-05-01,17783.7793,17934.60938,17331.07031,17787.19922,17787.19922,1879010000,0.000192269
2016-06-01,17754.55078,18016,17063.08008,17929.99023,17929.99023,2350020000,0.009784693
2016-07-01,17924.24023,18622.00977,17713.44922,18432.24023,18432.24023,1816520000,0.027560405
2016-08-01,18434.5,18722.60938,18247.78906,18400.88086,18400.88086,1695750000,-0.00182704
2016-09-01,18396.57031,18551.53906,17992.21094,18308.15039,18308.15039,2101120000,-0.004829539
2016-10-01,18279.59961,18399.96094,17959.94922,18142.41992,18142.41992,1793690000,-0.007561267
2016-11-01,18158.24023,19225.28906,17883.56055,19123.58008,19123.58008,2107770000,0.050479034
2016-12-01,19149.19922,19987.63086,19138.78906,19762.59961,19762.59961,5952470000,0.031038446
2017-01-01,19872.85938,20125.58008,19677.93945,19864.08984,19864.08984,6482900000,-0.000441477
2017-02-01,19923.81055,20851.33008,19831.08984,20812.24023,20812.24023,6185580000,0.042687845
2017-03-01,20957.28906,21169.10938,20412.80078,20663.2207,20663.2207,6941970000,-0.014231487
2017-04-01,20665.16992,21070.90039,20379.55078,20940.50977,20940.50977,5392630000,0.01314867
2017-05-01,20962.73047,21112.32031,20553.44922,21008.65039,21008.65039,6613570000,0.002185763
2017-06-01,21030.55078,21535.0293,20994.2207,21349.63086,21349.63086,7214590000,0.014945461
2017-07-01,21392.30078,21929.80078,21279.30078,21891.11914,21891.11914,5569720000,0.022786334
2017-08-01,21961.41992,22179.10938,21600.33984,21948.09961,21948.09961,6150060000,-0.000606901
2017-09-01,21981.76953,22419.50977,21709.63086,22405.08984,22405.08984,6342130000,0.018893935
2017-10-01,22423.4707,23485.25,22416,23377.24023,23377.24023,7302910000,0.040799064
2017-11-01,23442.90039,24327.82031,23242.75,24272.34961,24272.34961,7335640000,0.034172597
2017-12-01,24305.40039,24876.07031,23921.90039,24719.2207,24719.2207,6589890000,0.016740832
2018-01-01,24809.34961,26616.71094,24741.69922,26149.39063,26149.39063,9116920000,0.051245592
2018-02-01,26083.03906,26306.69922,23360.28906,25029.19922,25029.19922,9450250000,-0.042104417
2018-03-01,25024.03906,25449.15039,23509.06055,24103.10938,24103.10938,8873040000,-0.038207921
2018-04-01,24076.59961,24858.9707,23344.51953,24163.15039,24163.15039,8064550000,0.003581933
2018-05-01,24117.28906,25086.49023,23531.31055,24415.83984,24415.83984,7278020000,0.01222775
2018-06-01,24542.08984,25402.83008,23997.21094,24271.41016,24271.41016,7411110000,-0.011152203
2018-07-01,24161.5293,25587.24023,24077.56055,25415.18945,25415.18945,5408500000,0.049327201
2018-08-01,25461.63086,26167.93945,24965.76953,25964.82031,25964.82031,5635410000,0.019379662
2018-09-01,25916.07031,26769.16016,25754.32031,26458.31055,26458.31055,5262500000,0.020494137
2018-10-01,26598.35938,26951.81055,24122.23047,25115.75977,25115.75977,8373350000,-0.059030649
2018-11-01,25142.08008,26277.82031,24268.74023,25538.46094,25538.46094,7226940000,0.015520938
2018-12-01,25779.57031,25980.21094,21712.5293,23327.46094,23327.46094,8101540000,-0.105116857
2019-01-01,23058.60938,25109.61914,22638.41016,24999.66992,24999.66992,7189200000,0.077643447
2019-02-01,25025.31055,26241.41992,24883.03906,25916,25916,5434540000,0.034368323
2019-03-01,26019.66992,26155.98047,25208,25928.67969,25928.67969,6734060000,-0.003509251
2019-04-01,26075.09961,26695.96094,26062.58984,26592.91016,26592.91016,5854600000,0.019471752
2019-05-01,26639.06055,26689.39063,24809.50977,24815.03906,24815.03906,6358230000,-0.073504679
2019-06-01,24830.16016,26907.36914,24680.57031,26599.96094,26599.96094,5544390000,0.066533962
2019-07-01,26805.85938,27398.67969,26616.21094,26864.26953,26864.26953,5207470000,0.002174269
2019-08-01,26879.85938,27175.58984,25339.59961,26403.2793,26403.2793,8170730000,-0.018050034
2019-09-01,26198.25977,27306.73047,25978.2207,26916.83008,26916.83008,5045520000,0.026695949
2019-10-01,26962.53906,27204.35938,25743.46094,27046.23047,27046.23047,5658040000,0.003094383
2019-11-01,27142.94922,28174.9707,27142.94922,28051.41016,28051.41016,4925180000,0.032385571
2019-12-01,28109.74023,28701.66016,27325.13086,28538.43945,28538.43945,5086880000,0.015021817
2020-01-01,28638.9707,29373.61914,28169.5293,28256.0293,28256.0293,6170770000,-0.013552556
2020-02-01,28319.65039,29568.57031,24681.00977,25409.35938,25409.35938,6991990000,-0.114536182
